Row ID,Record ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Claire Gute,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Interest Score,Time n website minutes,Marketing Channel,Customer Segment,Trial Purchase
2878,2882,CA-2016-152072,"Friday, January 15, 2016","Tuesday, January 19, 2016",Standard Class,Dp-13240,Dean percer,Home Office,United States,Westfield,New Jersey,7090,East,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,52.34,2,0,24.60,10,12,Email,Low,Yes
7462,2883,US-2015-136987,"Saturday, April 11, 2015","Tuesday, April 14, 2015",Second Class,AR-10540,Nora Paige,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,52.76,2,0,24.27,8,18,Email,Middle,No
9531,2884,CA-2017-111759,"Saturday, July 8, 2017","Wednesday, July 12, 2017",Standard Class,MR-17545,Benjamin Farhat,Home Office,United States,Seattle,Washington,98103,West,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,52.76,2,0,24.27,1,13,Social Media,Middle,Yes
3990,2885,CA-2014-122588,"Tuesday, November 25, 2014","Thursday, November 27, 2014",Second Class,AR-10540,Maxwell Schwartz,Consumer,United States,Woonsocket,Rhode Island,2895,East,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,52.96,2,0,20.12,4,5,Email,Middle,Yes
2231,2886,CA-2014-128055,"Monday, March 31, 2014","Saturday, April 5, 2014",Standard Class,AA-10315,Denny Blanton,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,52.98,2,0,14.83,3,18,Social Media,High,No
18,2887,CA-2014-167164,"Tuesday, May 13, 2014","Thursday, May 15, 2014",Second Class,AG-10270,Zuschuss Donatelli,Consumer,United States,West Jordan,Utah,84084,West,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,55.50,2,0,9.99,2,2,Social Media,Low,No
4427,2888,CA-2017-159464,"Thursday, May 18, 2017","Friday, May 19, 2017",First Class,TB-21355,David Wiener,Corporate,United States,Sandy Springs,Georgia,30328,South,TEC-PH-10002350,Technology,Phones,Apple EarPods with Remote and Mic,55.98,2,0,15.67,4,14,Email,High,Yes
3037,2889,US-2015-123960,"Thursday, June 11, 2015","Tuesday, June 16, 2015",Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Monroe,Louisiana,71203,South,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.30,2,0,15.76,6,6,Social Media,Low,Yes
4176,2890,CA-2015-154340,"Sunday, November 29, 2015","Monday, November 30, 2015",First Class,EK-13795,Roland Schwarz,Home Office,United States,Santa Ana,California,92704,West,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.30,2,0,15.76,8,12,Referral,High,No
5558,2891,CA-2015-125066,"Monday, December 14, 2015","Friday, December 18, 2015",Standard Class,KD-16495,Ivan Liston,Corporate,United States,Jackson,Mississippi,39212,South,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.30,2,0,15.76,7,20,Social Media,Middle,Yes
6361,2892,CA-2015-115693,"Thursday, December 10, 2015","Tuesday, December 15, 2015",Standard Class,FC-14245,Sanjit Engle,Home Office,United States,Los Angeles,California,90032,West,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.30,2,0,15.76,1,11,Referral,High,No
2243,2893,CA-2017-103380,"Tuesday, November 21, 2017","Saturday, November 25, 2017",Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,56.56,2,0,15.27,7,6,Social Media,Middle,No
6455,2894,CA-2017-161102,"Monday, July 31, 2017","Thursday, August 3, 2017",First Class,EC-14050,Erin Creighton,Consumer,United States,San Francisco,California,94110,West,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,56.56,2,0,15.27,4,11,Social Media,Middle,No
8608,2895,CA-2014-151946,"Wednesday, June 4, 2014","Monday, June 9, 2014",Standard Class,BT-11440,Bobby Trafton,Consumer,United States,New York City,New York,10035,East,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",56.96,2,0,21.08,1,17,Referral,Middle,No
3082,2896,US-2017-132297,"Saturday, May 27, 2017","Friday, June 2, 2017",Standard Class,DW-13480,Dianna Wilson,Home Office,United States,Louisville,Kentucky,40214,South,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,58.34,2,0,28.00,7,8,Social Media,Middle,No
4175,2897,CA-2016-152163,"Friday, July 1, 2016","Friday, July 1, 2016",Same Day,JF-15355,Eileen Kiefer,Consumer,United States,Columbia,South Carolina,29203,South,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,58.34,2,0,28.00,7,18,Social Media,High,Yes
1672,2898,CA-2016-107615,"Tuesday, March 22, 2016","Friday, March 25, 2016",First Class,RB-19645,Rob Dowd,Corporate,United States,North Las Vegas,Nevada,89031,West,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,58.58,2,0,19.33,8,8,Email,High,No
3180,2899,CA-2017-105235,"Tuesday, December 5, 2017","Monday, December 11, 2017",Standard Class,SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,10011,East,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",58.68,2,0,18.19,2,14,Referral,Low,No
1619,2900,US-2016-118780,"Saturday, September 10, 2016","Wednesday, September 14, 2016",Second Class,PN-18775,Parhena Norris,Home Office,United States,New York City,New York,10011,East,OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,59.48,2,0,8.92,4,7,Social Media,High,No
2396,2901,CA-2015-137897,"Saturday, November 14, 2015","Thursday, November 19, 2015",Standard Class,PJ-18835,Patrick Jones,Corporate,United States,New York City,New York,10035,East,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,59.90,2,0,23.96,9,3,Email,High,No
3569,2902,CA-2017-168109,"Monday, July 3, 2017","Monday, July 3, 2017",Same Day,JK-15640,Jim Kriz,Home Office,United States,Seattle,Washington,98105,West,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,59.98,2,0,26.39,7,11,Email,High,No
3740,2903,CA-2016-133340,"Friday, December 9, 2016","Tuesday, December 13, 2016",Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Jackson,Michigan,49201,Central,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,59.98,2,0,25.19,6,12,Email,Low,No
5239,2904,CA-2014-166744,"Saturday, September 20, 2014","Wednesday, September 24, 2014",Standard Class,DN-13690,Eugene Barchas,Consumer,United States,Columbia,Maryland,21044,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,59.98,2,0,26.39,2,4,Social Media,Middle,No
6978,2905,US-2016-119298,"Friday, November 25, 2016","Monday, November 28, 2016",First Class,EP-13915,Delfina Latchford,Consumer,United States,Jonesboro,Arkansas,72401,South,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,59.98,2,0,17.99,2,6,Social Media,Middle,Yes
7921,2906,CA-2017-139822,"Friday, September 15, 2017","Thursday, September 21, 2017",Standard Class,Dp-13240,Joy Bell-,Home Office,United States,Waterbury,Connecticut,6708,East,TEC-AC-10001090,Technology,Accessories,Micro Innovations Wireless Classic Keyboard with Mouse,59.98,2,0,10.80,6,2,Social Media,Middle,No
4739,2907,CA-2015-105725,"Wednesday, February 18, 2015","Tuesday, February 24, 2015",Standard Class,GT-14755,Guy Thornton,Consumer,United States,Long Beach,California,90805,West,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",61.06,2,0,28.09,10,19,Social Media,High,No
5730,2908,CA-2017-117324,"Friday, December 8, 2017","Wednesday, December 13, 2017",Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,53711,Central,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",61.06,2,0,28.09,10,15,Email,High,No
1303,2909,CA-2015-115847,"Saturday, September 19, 2015","Thursday, September 24, 2015",Second Class,TC-21535,Chuck Sachs,Home Office,United States,Arlington,Virginia,22204,South,FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,61.96,2,0,4.34,3,12,Social Media,Low,No
3466,2910,US-2015-147242,"Thursday, September 10, 2015","Monday, September 14, 2015",Standard Class,EH-13765,Edward Hooks,Corporate,United States,Revere,Massachusetts,2151,East,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,61.96,2,0,16.11,1,17,Email,Middle,Yes
4721,2911,CA-2015-142601,"Saturday, April 18, 2015","Monday, April 20, 2015",Second Class,DE-13255,Nick Radford,Home Office,United States,Los Angeles,California,90004,West,OFF-PA-10000483,Office Supplies,Paper,Xerox 19,61.96,2,0,27.88,8,13,Referral,High,Yes
4836,2912,CA-2017-167661,"Thursday, October 5, 2017","Tuesday, October 10, 2017",Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Francisco,California,94110,West,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,61.96,2,0,27.88,5,18,Referral,Low,No
4896,2913,CA-2016-135776,"Friday, December 23, 2016","Friday, December 30, 2016",Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,98103,West,OFF-EN-10004773,Office Supplies,Envelopes,Staple envelope,61.96,2,0,30.36,7,9,Social Media,High,Yes
5507,2914,US-2016-162026,"Saturday, October 8, 2016","Saturday, October 8, 2016",Same Day,JE-15745,Patrick Gardner,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,61.96,2,0,27.88,2,8,Email,High,No
6753,2915,CA-2016-154767,"Tuesday, June 28, 2016","Thursday, June 30, 2016",Second Class,BP-11155,Becky Pak,Consumer,United States,Paterson,New Jersey,7501,East,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,61.96,2,0,27.88,10,7,Email,Middle,No
7117,2916,CA-2014-143168,"Saturday, October 18, 2014","Thursday, October 23, 2014",Second Class,IG-15085,Ivan Gibson,Consumer,United States,Seattle,Washington,98103,West,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,61.96,2,0,27.88,8,18,Email,High,No
8156,2917,US-2017-143770,"Monday, March 20, 2017","Friday, March 24, 2017",Standard Class,RD-19720,Melanie Seite,Consumer,United States,Middletown,Connecticut,6457,East,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,61.96,2,0,27.88,5,6,Email,High,Yes
2420,2918,CA-2017-159597,"Thursday, November 9, 2017","Tuesday, November 14, 2017",Standard Class,MC-17590,Matt Collister,Corporate,United States,Coachella,California,92236,West,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",63.56,2,0,3.18,3,2,Referral,Middle,Yes
6180,2919,CA-2015-158421,"Monday, September 21, 2015","Saturday, September 26, 2015",Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,63.96,2,0,6.40,8,17,Email,Middle,No
682,2920,CA-2016-164511,"Saturday, November 19, 2016","Thursday, November 24, 2016",Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10024,East,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,2,0,2.60,4,9,Social Media,Low,No
905,2921,CA-2016-130477,"Friday, April 8, 2016","Tuesday, April 12, 2016",Standard Class,LC-17140,Logan Currie,Consumer,United States,Los Angeles,California,90032,West,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,2,0,2.60,8,17,Social Media,High,No
5314,2922,CA-2017-137876,"Sunday, April 30, 2017","Friday, May 5, 2017",Standard Class,DJ-13510,Don Jones,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",64.96,2,0,21.44,1,17,Social Media,Middle,Yes
9260,2923,CA-2014-168368,"Tuesday, February 11, 2014","Saturday, February 15, 2014",Second Class,GA-14725,Jeremy Lonsdale,Consumer,United States,Columbia,Missouri,65203,Central,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,2,0,2.60,9,19,Email,Middle,No
9652,2924,CA-2016-107104,"Saturday, November 26, 2016","Wednesday, November 30, 2016",Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Los Angeles,California,90045,West,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,64.96,2,0,19.49,6,9,Social Media,Middle,No
525,2925,US-2016-139486,"Saturday, May 21, 2016","Monday, May 23, 2016",First Class,LH-17155,Brian Dahlen,Consumer,United States,Los Angeles,California,90032,West,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,66.26,2,0,27.17,7,2,Referral,Middle,No
6331,2926,CA-2014-167927,"Monday, January 20, 2014","Sunday, January 26, 2014",Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,66.58,2,0,15.98,1,5,Referral,High,No
5151,2927,CA-2017-125101,"Monday, March 6, 2017","Friday, March 10, 2017",Second Class,SH-19975,Luke Schmidt,Corporate,United States,San Francisco,California,94109,West,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",67.78,2,0,16.95,7,17,Social Media,Middle,No
7341,2928,CA-2014-116190,"Saturday, July 26, 2014","Friday, August 1, 2014",Standard Class,SG-20470,Sheri Gordon,Consumer,United States,Atlanta,Georgia,30318,South,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",67.88,2,0,18.33,10,16,Email,High,Yes
4738,2929,CA-2015-155054,"Saturday, June 13, 2015","Friday, June 19, 2015",Standard Class,PS-19045,Guy Thornton,Home Office,United States,Lewiston,Maine,4240,East,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,67.98,2,0,14.96,7,10,Social Media,Middle,Yes
5458,2930,CA-2017-130631,"Friday, December 29, 2017","Tuesday, January 2, 2018",Standard Class,BS-11755,Pete Kriz,Consumer,United States,Edmonds,Washington,98026,West,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,68.46,2,0,20.54,1,16,Referral,Middle,Yes
5597,2931,CA-2015-159779,"Friday, September 25, 2015","Tuesday, September 29, 2015",Standard Class,SB-20185,Stewart Visinsky,Consumer,United States,Concord,New Hampshire,3301,East,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,68.62,2,0,32.25,4,20,Social Media,High,No
6345,2932,CA-2015-146255,"Saturday, March 7, 2015","Tuesday, March 10, 2015",First Class,EM-14140,Eugene Moren,Home Office,United States,Newark,Delaware,19711,East,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,69.28,2,0,33.25,8,16,Social Media,High,Yes
3632,2933,CA-2017-132178,"Wednesday, May 3, 2017","Monday, May 8, 2017",Second Class,DB-12970,Darren Budd,Corporate,United States,Los Angeles,California,90004,West,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",69.52,2,0,19.47,1,6,Referral,Low,No
4828,2934,CA-2014-152562,"Saturday, November 1, 2014","Saturday, November 8, 2014",Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Richmond,Kentucky,40475,South,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",69.52,2,0,19.47,8,4,Referral,Middle,No
6278,2935,US-2016-139087,"Sunday, July 17, 2016","Friday, July 22, 2016",Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105,West,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,69.52,2,0,17.38,1,9,Social Media,Middle,Yes
7166,2936,CA-2016-158610,"Monday, September 19, 2016","Thursday, September 22, 2016",First Class,CK-12595,Naresj Patel,Consumer,United States,Providence,Rhode Island,2908,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,69.52,2,0,17.38,5,19,Referral,Low,No
1264,2937,CA-2016-155992,"Saturday, October 1, 2016","Sunday, October 2, 2016",First Class,CC-12220,Chris Cortes,Consumer,United States,La Porte,Indiana,46350,Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,69.90,2,0,18.87,5,11,Social Media,Middle,No
4668,2938,CA-2016-116547,"Sunday, January 10, 2016","Sunday, January 17, 2016",Standard Class,KB-16585,Dorothy Badders,Corporate,United States,Seattle,Washington,98115,West,TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200,69.98,2,0,13.30,10,16,Social Media,Middle,No
6024,2939,US-2017-128832,"Monday, April 24, 2017","Thursday, April 27, 2017",First Class,LS-16945,Darrin Martin,Corporate,United States,Providence,Rhode Island,2908,East,TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,69.98,2,0,4.90,1,11,Referral,Low,No
3447,2940,CA-2016-158869,"Saturday, August 6, 2016","Sunday, August 7, 2016",First Class,AH-10690,Kristina Nunn,Corporate,United States,New York City,New York,10024,East,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,70.88,2,0,33.31,6,13,Social Media,Middle,No
7538,2941,CA-2016-106460,"Friday, February 19, 2016","Monday, February 22, 2016",Second Class,GT-14710,Bill Stewart,Consumer,United States,San Francisco,California,94109,West,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,70.88,2,0,33.31,6,11,Referral,Middle,No
4380,2942,CA-2015-140830,"Monday, November 30, 2015","Wednesday, December 2, 2015",Second Class,PS-18970,Trudy Brown,Home Office,United States,Henderson,Kentucky,42420,South,OFF-EN-10002831,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",71.88,2,0,32.35,4,19,Email,Middle,No
7112,2943,CA-2016-109666,"Tuesday, April 19, 2016","Tuesday, April 26, 2016",Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York,10035,East,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,71.96,2,0,17.99,4,18,Referral,High,No
2717,2944,CA-2017-128475,"Saturday, August 26, 2017","Friday, September 1, 2017",Standard Class,SC-20680,Dennis Kane,Home Office,United States,Columbus,Georgia,31907,South,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98,2,0,15.12,10,13,Email,High,No
5401,2945,CA-2017-132262,"Thursday, September 21, 2017","Saturday, September 23, 2017",First Class,ML-18265,Muhammed Lee,Consumer,United States,Seattle,Washington,98103,West,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98,2,0,15.12,2,14,Referral,Middle,No
6022,2946,US-2016-156692,"Saturday, August 13, 2016","Saturday, August 13, 2016",Same Day,HG-15025,Cassandra Brandow,Consumer,United States,Kenner,Louisiana,70065,South,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98,2,0,15.12,9,8,Referral,Middle,No
6078,2947,CA-2016-151561,"Thursday, September 1, 2016","Wednesday, September 7, 2016",Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,10011,East,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,72.48,2,0,30.44,10,5,Referral,Middle,No
5022,2948,CA-2016-133795,"Sunday, December 18, 2016","Saturday, December 24, 2016",Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,San Diego,California,92037,West,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,72.64,2,0,21.79,1,3,Social Media,Low,No
6094,2949,CA-2017-100111,"Wednesday, September 20, 2017","Tuesday, September 26, 2017",Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,10035,East,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,72.64,2,0,21.79,2,16,Social Media,Middle,No
2733,2950,CA-2014-107594,"Wednesday, July 2, 2014","Sunday, July 6, 2014",Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Plainfield,New Jersey,7060,East,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",73.98,2,0,19.97,9,19,Referral,High,No
4110,2951,CA-2015-153717,"Friday, December 25, 2015","Friday, January 1, 2016",Standard Class,DL-13495,Dionis Lloyd,Corporate,United States,Detroit,Michigan,48227,Central,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",73.98,2,0,19.97,3,8,Email,High,No
1408,2952,CA-2016-130407,"Friday, September 2, 2016","Tuesday, September 6, 2016",Standard Class,KD-16270,Karen Daniels,Consumer,United States,New York City,New York,10024,East,OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,75.48,2,0,19.62,4,3,Referral,Middle,Yes
5181,2953,US-2015-120502,"Monday, April 13, 2015","Sunday, April 19, 2015",Standard Class,BT-11395,Don Jones,Corporate,United States,Los Angeles,California,90036,West,OFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,75.84,2,0,29.58,5,2,Referral,High,No
70,2954,CA-2016-119823,"Saturday, June 4, 2016","Monday, June 6, 2016",First Class,KD-16270,Henry MacAllister,Consumer,United States,Springfield,Virginia,22153,South,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2,0,35.66,4,5,Social Media,Low,Yes
9547,2955,CA-2014-166590,"Wednesday, October 29, 2014","Sunday, November 2, 2014",Standard Class,NC-18625,Stewart Carmichael,Corporate,United States,Columbus,Indiana,47201,Central,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2,0,35.66,2,9,Referral,Low,No
112,2956,CA-2016-128867,"Thursday, November 3, 2016","Thursday, November 10, 2016",Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,50322,Central,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,2,0,22.79,8,7,Social Media,Middle,No
6966,2957,CA-2016-157161,"Saturday, July 16, 2016","Wednesday, July 20, 2016",Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Columbia,South Carolina,29203,South,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,75.98,2,0,18.24,6,13,Social Media,Low,No
595,2958,CA-2014-131450,"Friday, August 8, 2014","Friday, August 15, 2014",Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024,West,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,76.12,2,0,22.07,9,19,Social Media,Middle,No
6214,2959,CA-2017-149944,"Sunday, November 12, 2017","Thursday, November 16, 2017",Second Class,MB-17305,Alan Shonely,Consumer,United States,Longview,Washington,98632,West,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,76.12,2,0,22.07,7,9,Email,Middle,No
8389,2960,CA-2014-139423,"Saturday, November 1, 2014","Wednesday, November 5, 2014",Standard Class,DG-13300,Ross DeVincentis,Corporate,United States,Orange,New Jersey,7050,East,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,76.12,2,0,22.07,4,14,Referral,Middle,Yes
3414,2961,CA-2016-100244,"Tuesday, September 20, 2016","Saturday, September 24, 2016",Standard Class,GM-14695,Greg Maxwell,Corporate,United States,San Francisco,California,94122,West,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,77.52,2,0,37.98,10,10,Email,Middle,No
5799,2962,CA-2014-124856,"Monday, September 29, 2014","Friday, October 3, 2014",Second Class,LD-17005,Craig Reiter,Consumer,United States,New York City,New York,10011,East,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,77.52,2,0,37.98,6,10,Email,Middle,Yes
5986,2963,CA-2016-163776,"Tuesday, July 19, 2016","Monday, July 25, 2016",Standard Class,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,Mississippi,39401,South,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",77.56,2,0,35.68,4,9,Referral,Middle,No
8308,2964,CA-2016-128671,"Thursday, August 11, 2016","Tuesday, August 16, 2016",Standard Class,MT-18070,Becky Castell,Home Office,United States,Tulsa,Oklahoma,74133,Central,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",77.56,2,0,35.68,2,3,Referral,High,No
43,2965,CA-2016-101343,"Sunday, July 17, 2016","Friday, July 22, 2016",Standard Class,RA-19885,Erin Smith,Corporate,United States,Los Angeles,California,90049,West,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2,0,3.89,5,20,Social Media,Low,No
3405,2966,CA-2015-152527,"Saturday, October 17, 2015","Saturday, October 17, 2015",Same Day,CM-12190,Laurel Beltran,Consumer,United States,Los Angeles,California,90004,West,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2,0,3.89,2,17,Social Media,Middle,Yes
2593,2967,CA-2017-128300,"Friday, November 24, 2017","Sunday, November 26, 2017",Second Class,RS-19765,Roland Schwarz,Corporate,United States,Summerville,South Carolina,29483,South,TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,79.10,2,0,39.55,1,16,Referral,Middle,No
6642,2968,CA-2017-128328,"Saturday, August 5, 2017","Wednesday, August 9, 2017",Standard Class,PO-18865,Patrick O'Donnell,Consumer,United States,Indianapolis,Indiana,46203,Central,TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse,79.78,2,0,29.52,5,13,Social Media,Low,No
266,2969,CA-2015-155040,"Tuesday, November 10, 2015","Sunday, November 15, 2015",Standard Class,AH-10210,Claudia Bergmann,Consumer,United States,Brentwood,California,94513,West,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,79.90,2,0,35.16,10,4,Referral,Middle,No
1233,2970,CA-2015-132570,"Saturday, October 31, 2015","Monday, November 2, 2015",Second Class,KT-16480,Brooke Gillingham,Consumer,United States,Buffalo,New York,14215,East,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",79.96,2,0,35.98,2,14,Email,High,Yes
